instance,with_open_depots,with_expected_obj,with_runtime_sec,without_open_depots,without_expected_obj,without_runtime_sec,pct_gap_wo_vs_with,pct_cpu_decrease_wo_vs_with
Instance3,"[15, 18]",11.463333333333333,3.5526121000002604,"[15, 19]",15.413333333333332,0.013287300000229152,34.45769118929921,99.62598506039463
