neighborhood,avg_pct_increase_objective,ci95_obj_low,ci95_obj_high,avg_pct_decrease_cpu,ci95_cpu_low,ci95_cpu_high
N1,0.055777281830543965,-0.8788292887249891,0.9903838523860771,4.695407423149454,-9.725475594175407,19.116290440474316
N2,5.206853705392376,2.197753061824879,8.215954348959873,29.683630931706,20.971879077092765,38.39538278631923
N3,0.18299397006561866,-0.5687085917268496,0.934696531858087,28.000126760594192,17.150032171470436,38.85022134971795
N4,0.6267777623892017,-0.3580051367733933,1.6115606615517968,12.8741627523847,0.13922320663411192,25.60910229813529
N5,0.0851679858687563,-0.4749437826664019,0.6452797544039145,11.840648609500983,0.23533133369442183,23.445965885307544
N6,1.8573906423200914,-0.09685755669257823,3.811638841332761,33.50585509266339,29.099912517018495,37.91179766830828
N7,0.1587765655378427,-0.760163567767324,1.0777166988430094,13.911477812381609,10.682016785364825,17.140938839398395
