neighborhood,avg_pct_increase_objective,ci95_obj_low,ci95_obj_high,avg_pct_decrease_cpu,ci95_cpu_low,ci95_cpu_high
N1,-0.23262576330330673,-0.23262576330330673,-0.23262576330330673,15.448232861809064,15.448232861809064,15.448232861809064
N2,-2.9659784821168933,-2.9659784821168933,-2.9659784821168933,39.351858252610974,39.351858252610974,39.351858252610974
N3,-0.6687990694969429,-0.6687990694969429,-0.6687990694969429,42.15307126847548,42.15307126847548,42.15307126847548
N4,1.10497237569061,1.10497237569061,1.10497237569061,23.47509184221266,23.47509184221266,23.47509184221266
N5,-0.9595812736260492,-0.9595812736260492,-0.9595812736260492,21.41459121625785,21.41459121625785,21.41459121625785
N6,5.2340796743239135,5.2340796743239135,5.2340796743239135,3.912925112202729,3.912925112202729,3.912925112202729
N7,1.5702239022971927,1.5702239022971927,1.5702239022971927,16.11964274049665,16.11964274049665,16.11964274049665
