instance,table3_combo_idx,table3_arrival_obj_reference_a5,table3_repo_final_obj,table3_repo_runtime_sec,table3_fixed_path_paper_obj,table3_fixed_path_status,table3_paths_0_4_json,table3_paths_raw_0_4_json,gurobi_combo_idx,gurobi_runtime_sec,gurobi_paper_obj,gurobi_status,gurobi_paths_0_4_json,obj_gap_table3_minus_gurobi,same_combo_idx,table3_json,table3_repaired_json,gurobi_json
Instance1,"[1, 2]",107.13666666666668,97.2799959899222,23.378494099997624,107.13666666666666,OPTIMAL,"[{""scenario_index"": 0, ""depots"": [{""depot_internal"": 16, ""depot_idx"": 1, ""truck_path_0_4"": [""D1"", 2, 0, 4, 6, 14, 6, 0, ""D1""], ""drone_seq"": [11, 13]}, {""depot_internal"": 17, ""depot_idx"": 2, ""truck_path_0_4"": [""D2"", 5, 12, 1, 3, 9, 1, 12, 5, ""D2""], ""drone_seq"": [8, 10, 7]}]}, {""scenario_index"": 1, ""depots"": [{""depot_internal"": 16, ""depot_idx"": 1, ""truck_path_0_4"": [""D1"", 2, 0, 4, 6, 14, 6, 0, ""D1""], ""drone_seq"": [11, 13]}, {""depot_internal"": 17, ""depot_idx"": 2, ""truck_path_0_4"": [""D2"", 5, 12, 1, 3, 9, 1, 12, 5, ""D2""], ""drone_seq"": [8, 10, 7]}]}, {""scenario_index"": 2, ""depots"": [{""depot_internal"": 16, ""depot_idx"": 1, ""truck_path_0_4"": [""D1"", 2, 0, 4, 6, 0, ""D1""], ""drone_seq"": [11, 13]}, {""depot_internal"": 17, ""depot_idx"": 2, ""truck_path_0_4"": [""D2"", 5, 12, 1, 3, 9, 1, 12, 5, 7, ""D2""], ""drone_seq"": [8, 10, 14]}]}, {""scenario_index"": 3, ""depots"": [{""depot_internal"": 16, ""depot_idx"": 1, ""truck_path_0_4"": [""D1"", 2, 0, 4, 6, 14, 6, 0, ""D1""], ""drone_seq"": [11, 13]}, {""depot_internal"": 17, ""depot_idx"": 2, ""truck_path_0_4"": [""D2"", 5, 12, 1, 3, 9, 1, 12, 5, ""D2""], ""drone_seq"": [8, 10, 7]}]}, {""scenario_index"": 4, ""depots"": [{""depot_internal"": 16, ""depot_idx"": 1, ""truck_path_0_4"": [""D1"", 2, 0, 4, 6, 14, 6, 0, ""D1""], ""drone_seq"": [11, 13]}, {""depot_internal"": 17, ""depot_idx"": 2, ""truck_path_0_4"": [""D2"", 5, 12, 1, 3, 9, 1, 12, 5, ""D2""], ""drone_seq"": [8, 10, 7]}]}, {""scenario_index"": 5, ""depots"": [{""depot_internal"": 16, ""depot_idx"": 1, ""truck_path_0_4"": [""D1"", 2, 0, 4, 6, 14, 6, 0, ""D1""], ""drone_seq"": [11, 13]}, {""depot_internal"": 17, ""depot_idx"": 2, ""truck_path_0_4"": [""D2"", 5, 12, 1, 3, 9, 1, 12, 5, ""D2""], ""drone_seq"": [8, 10, 7]}]}, {""scenario_index"": 6, ""depots"": [{""depot_internal"": 16, ""depot_idx"": 1, ""truck_path_0_4"": [""D1"", 2, 0, 4, 6, 14, 6, 0, ""D1""], ""drone_seq"": [11, 13]}, {""depot_internal"": 17, ""depot_idx"": 2, ""truck_path_0_4"": [""D2"", 5, 12, 1, 3, 9, 1, 12, 5, ""D2""], ""drone_seq"": [8, 10, 7]}]}, {""scenario_index"": 7, ""depots"": [{""depot_internal"": 16, ""depot_idx"": 1, ""truck_path_0_4"": [""D1"", 2, 0, 4, 6, 14, 6, 0, ""D1""], ""drone_seq"": [11, 13]}, {""depot_internal"": 17, ""depot_idx"": 2, ""truck_path_0_4"": [""D2"", 5, 12, 1, 3, 9, 1, 12, 5, ""D2""], ""drone_seq"": [8, 10, 7]}]}, {""scenario_index"": 8, ""depots"": [{""depot_internal"": 16, ""depot_idx"": 1, ""truck_path_0_4"": [""D1"", 2, 0, 4, 6, 14, 6, 0, ""D1""], ""drone_seq"": [11, 13]}, {""depot_internal"": 17, ""depot_idx"": 2, ""truck_path_0_4"": [""D2"", 5, 12, 1, 3, 9, 1, 12, 5, ""D2""], ""drone_seq"": [8, 10, 7]}]}, {""scenario_index"": 9, ""depots"": [{""depot_internal"": 16, ""depot_idx"": 1, ""truck_path_0_4"": [""D1"", 2, 0, 4, 6, 14, 6, 0, ""D1""], ""drone_seq"": [11, 13]}, {""depot_internal"": 17, ""depot_idx"": 2, ""truck_path_0_4"": [""D2"", 5, 12, 1, 9, 3, 1, 12, 5, ""D2""], ""drone_seq"": [8, 10, 7]}]}]","[{""scenario_index"": 0, ""depots"": [{""depot_internal"": 16, ""depot_idx"": 1, ""truck_path_0_4"": [""D1"", 2, 2, 0, 4, 6, 14], ""drone_seq"": [11, 13]}, {""depot_internal"": 17, ""depot_idx"": 2, ""truck_path_0_4"": [""D2"", 5, 12, 1, 3, 9, 1, 12, 5], ""drone_seq"": [8, 10, 7]}]}, {""scenario_index"": 1, ""depots"": [{""depot_internal"": 16, ""depot_idx"": 1, ""truck_path_0_4"": [""D1"", 2, 2, 0, 4, 6, 14], ""drone_seq"": [11, 13]}, {""depot_internal"": 17, ""depot_idx"": 2, ""truck_path_0_4"": [""D2"", 5, 12, 1, 3, 9, 1, 12, 5], ""drone_seq"": [8, 10, 7]}]}, {""scenario_index"": 2, ""depots"": [{""depot_internal"": 16, ""depot_idx"": 1, ""truck_path_0_4"": [""D1"", 2, 2, 0, 4, 6], ""drone_seq"": [11, 13]}, {""depot_internal"": 17, ""depot_idx"": 2, ""truck_path_0_4"": [""D2"", 5, 12, 1, 3, 9, 1, 12, 5, 7], ""drone_seq"": [8, 10, 14]}]}, {""scenario_index"": 3, ""depots"": [{""depot_internal"": 16, ""depot_idx"": 1, ""truck_path_0_4"": [""D1"", 2, 2, 0, 4, 6, 14], ""drone_seq"": [11, 13]}, {""depot_internal"": 17, ""depot_idx"": 2, ""truck_path_0_4"": [""D2"", 5, 12, 1, 3, 9, 1, 12, 5], ""drone_seq"": [8, 10, 7]}]}, {""scenario_index"": 4, ""depots"": [{""depot_internal"": 16, ""depot_idx"": 1, ""truck_path_0_4"": [""D1"", 2, 2, 0, 4, 6, 14], ""drone_seq"": [11, 13]}, {""depot_internal"": 17, ""depot_idx"": 2, ""truck_path_0_4"": [""D2"", 5, 12, 1, 3, 9, 1, 12, 5], ""drone_seq"": [8, 10, 7]}]}, {""scenario_index"": 5, ""depots"": [{""depot_internal"": 16, ""depot_idx"": 1, ""truck_path_0_4"": [""D1"", 2, 2, 0, 4, 6, 14], ""drone_seq"": [11, 13]}, {""depot_internal"": 17, ""depot_idx"": 2, ""truck_path_0_4"": [""D2"", 5, 12, 1, 3, 9, 1, 12, 5], ""drone_seq"": [8, 10, 7]}]}, {""scenario_index"": 6, ""depots"": [{""depot_internal"": 16, ""depot_idx"": 1, ""truck_path_0_4"": [""D1"", 2, 2, 0, 4, 6, 14], ""drone_seq"": [11, 13]}, {""depot_internal"": 17, ""depot_idx"": 2, ""truck_path_0_4"": [""D2"", 5, 12, 1, 3, 9, 1, 12, 5], ""drone_seq"": [8, 10, 7]}]}, {""scenario_index"": 7, ""depots"": [{""depot_internal"": 16, ""depot_idx"": 1, ""truck_path_0_4"": [""D1"", 2, 2, 0, 4, 6, 14], ""drone_seq"": [11, 13]}, {""depot_internal"": 17, ""depot_idx"": 2, ""truck_path_0_4"": [""D2"", 5, 12, 1, 3, 9, 1, 12, 5], ""drone_seq"": [8, 10, 7]}]}, {""scenario_index"": 8, ""depots"": [{""depot_internal"": 16, ""depot_idx"": 1, ""truck_path_0_4"": [""D1"", 2, 2, 0, 4, 6, 14], ""drone_seq"": [11, 13]}, {""depot_internal"": 17, ""depot_idx"": 2, ""truck_path_0_4"": [""D2"", 5, 12, 1, 3, 9, 1, 12, 5], ""drone_seq"": [8, 10, 7]}]}, {""scenario_index"": 9, ""depots"": [{""depot_internal"": 16, ""depot_idx"": 1, ""truck_path_0_4"": [""D1"", 2, 2, 0, 4, 6, 14], ""drone_seq"": [11, 13]}, {""depot_internal"": 17, ""depot_idx"": 2, ""truck_path_0_4"": [""D2"", 5, 12, 1, 9, 3, 1, 12, 5], ""drone_seq"": [8, 10, 7]}]}]","[0, 2]",100.26699995994568,104.01333120934271,TIME_LIMIT,"[{""scenario_index"": 0, ""depots"": [{""depot_internal"": 15, ""depot_idx"": 0, ""truck_path_0_4"": [""D0"", 6, 14, 6, ""D0""], ""drone_seq"": [0, 4, 2, 11]}, {""depot_internal"": 17, ""depot_idx"": 2, ""truck_path_0_4"": [""D2"", 5, 12, 1, 3, 9, 1, 12, 5, 7, 5, ""D2""], ""drone_seq"": [8, 10, 13]}]}, {""scenario_index"": 1, ""depots"": [{""depot_internal"": 15, ""depot_idx"": 0, ""truck_path_0_4"": [""D0"", 0, 2, 11, 7, 11, 2, 0, ""D0""], ""drone_seq"": [4, 6, 14]}, {""depot_internal"": 17, ""depot_idx"": 2, ""truck_path_0_4"": [""D2"", 5, 12, 1, 3, 9, 3, 1, 9, 1, 12, 5, ""D2""], ""drone_seq"": [8, 10, 13]}]}, {""scenario_index"": 2, ""depots"": [{""depot_internal"": 15, ""depot_idx"": 0, ""truck_path_0_4"": [""D0"", 0, 4, 6, 14, 6, 0, ""D0""], ""drone_seq"": [2, 11]}, {""depot_internal"": 17, ""depot_idx"": 2, ""truck_path_0_4"": [""D2"", 5, 12, 1, 3, 1, 9, 3, 9, 1, 12, 5, 7, ""D2""], ""drone_seq"": [8, 10, 13]}]}, {""scenario_index"": 3, ""depots"": [{""depot_internal"": 15, ""depot_idx"": 0, ""truck_path_0_4"": [""D0"", 0, 4, 6, 14, 6, 4, ""D0""], ""drone_seq"": [2, 11]}, {""depot_internal"": 17, ""depot_idx"": 2, ""truck_path_0_4"": [""D2"", 5, 12, 1, 9, 3, 1, 12, 5, 7, ""D2""], ""drone_seq"": [8, 10, 13]}]}, {""scenario_index"": 4, ""depots"": [{""depot_internal"": 15, ""depot_idx"": 0, ""truck_path_0_4"": [""D0"", 0, 2, 11, 7, 11, 2, 0, ""D0""], ""drone_seq"": [4, 6, 14]}, {""depot_internal"": 17, ""depot_idx"": 2, ""truck_path_0_4"": [""D2"", 5, 12, 1, 3, 9, 1, 12, ""D2""], ""drone_seq"": [8, 10, 13]}]}, {""scenario_index"": 5, ""depots"": [{""depot_internal"": 15, ""depot_idx"": 0, ""truck_path_0_4"": [""D0"", 0, 2, 11, 7, 11, 2, 0, ""D0""], ""drone_seq"": [4, 6, 14]}, {""depot_internal"": 17, ""depot_idx"": 2, ""truck_path_0_4"": [""D2"", 12, 1, 3, 1, 9, 3, 9, 1, 12, ""D2""], ""drone_seq"": [5, 8, 10, 13]}]}, {""scenario_index"": 6, ""depots"": [{""depot_internal"": 15, ""depot_idx"": 0, ""truck_path_0_4"": [""D0"", 0, 4, 6, 14, 6, ""D0""], ""drone_seq"": [2, 11]}, {""depot_internal"": 17, ""depot_idx"": 2, ""truck_path_0_4"": [""D2"", 5, 12, 1, 3, 1, 9, 3, 9, 1, 12, 5, 7, ""D2""], ""drone_seq"": [8, 10, 13]}]}, {""scenario_index"": 7, ""depots"": [{""depot_internal"": 15, ""depot_idx"": 0, ""truck_path_0_4"": [""D0"", 0, 2, 11, 7, 11, 2, 0, ""D0""], ""drone_seq"": [4, 6, 14]}, {""depot_internal"": 17, ""depot_idx"": 2, ""truck_path_0_4"": [""D2"", 5, 12, 1, 3, 9, 1, 12, 5, ""D2""], ""drone_seq"": [8, 10, 13]}]}, {""scenario_index"": 8, ""depots"": [{""depot_internal"": 15, ""depot_idx"": 0, ""truck_path_0_4"": [""D0"", 2, 11, 7, 11, 2, ""D0""], ""drone_seq"": [0, 4, 6, 14]}, {""depot_internal"": 17, ""depot_idx"": 2, ""truck_path_0_4"": [""D2"", 5, 12, 1, 3, 9, 1, 12, ""D2""], ""drone_seq"": [8, 10, 13]}]}, {""scenario_index"": 9, ""depots"": [{""depot_internal"": 15, ""depot_idx"": 0, ""truck_path_0_4"": [""D0"", 0, 4, 6, 14, 6, 0, ""D0""], ""drone_seq"": [2, 9]}, {""depot_internal"": 17, ""depot_idx"": 2, ""truck_path_0_4"": [""D2"", 7, 13, 7, 10, 7, 11, 7, ""D2""], ""drone_seq"": [5, 8, 12, 1, 3]}]}]",3.1233354573239467,False,outputs/routes_bundle_10instances\Instance1_table3_fixedx_combo_16_17.json,outputs\gurobi_enum_paper_exact_100s_20260318_195048\comparison_bundle_vs_table3\Instance1_table3_fixedx_combo_16_17_paper_exact_repaired.json,outputs\gurobi_enum_paper_exact_100s_20260318_195048\comparison_bundle_vs_table3\Instance1_gurobi_best_combo_15_17.json
Instance2,"[0, 1]",10.313333333333334,9.656666442696965,21.807484199998726,10.313333333333334,OPTIMAL,"[{""scenario_index"": 0, ""depots"": [{""depot_internal"": 15, ""depot_idx"": 0, ""truck_path_0_4"": [""D0"", 1, 5, 10, 4, 8, 10, 5, ""D0""], ""drone_seq"": [11, 6, 9]}, {""depot_internal"": 16, ""depot_idx"": 1, ""truck_path_0_4"": [""D1"", 7, 2, 13, 14, 13, 2, 7, ""D1""], ""drone_seq"": [3, 0, 12]}]}, {""scenario_index"": 1, ""depots"": [{""depot_internal"": 15, ""depot_idx"": 0, ""truck_path_0_4"": [""D0"", 1, 5, 6, 5, 10, 4, 10, 5, ""D0""], ""drone_seq"": [11, 9, 8]}, {""depot_internal"": 16, ""depot_idx"": 1, ""truck_path_0_4"": [""D1"", 3, 7, 2, 13, 14, 13, 2, 7, ""D1""], ""drone_seq"": [0, 12]}]}, {""scenario_index"": 2, ""depots"": [{""depot_internal"": 15, ""depot_idx"": 0, ""truck_path_0_4"": [""D0"", 1, 5, 6, 5, 10, 4, 10, 5, ""D0""], ""drone_seq"": [11, 9, 8]}, {""depot_internal"": 16, ""depot_idx"": 1, ""truck_path_0_4"": [""D1"", 3, 7, 2, 13, 14, 13, 2, 7, ""D1""], ""drone_seq"": [0, 12]}]}, {""scenario_index"": 3, ""depots"": [{""depot_internal"": 15, ""depot_idx"": 0, ""truck_path_0_4"": [""D0"", 1, 5, 10, 4, 8, 10, 5, ""D0""], ""drone_seq"": [11, 6, 9]}, {""depot_internal"": 16, ""depot_idx"": 1, ""truck_path_0_4"": [""D1"", 3, 7, 2, 13, 14, 13, 2, 7, ""D1""], ""drone_seq"": [0, 12]}]}, {""scenario_index"": 4, ""depots"": [{""depot_internal"": 15, ""depot_idx"": 0, ""truck_path_0_4"": [""D0"", 1, 5, 10, 4, 8, 10, 5, ""D0""], ""drone_seq"": [11, 6, 9]}, {""depot_internal"": 16, ""depot_idx"": 1, ""truck_path_0_4"": [""D1"", 3, 7, 2, 13, 14, 13, 2, 7, ""D1""], ""drone_seq"": [0, 12]}]}, {""scenario_index"": 5, ""depots"": [{""depot_internal"": 15, ""depot_idx"": 0, ""truck_path_0_4"": [""D0"", 1, 6, 5, 10, 4, 10, 5, ""D0""], ""drone_seq"": [11, 9, 8]}, {""depot_internal"": 16, ""depot_idx"": 1, ""truck_path_0_4"": [""D1"", 3, 7, 2, 13, 14, 13, 2, 7, ""D1""], ""drone_seq"": [0, 12]}]}, {""scenario_index"": 6, ""depots"": [{""depot_internal"": 15, ""depot_idx"": 0, ""truck_path_0_4"": [""D0"", 1, 5, 10, 4, 8, 10, 5, ""D0""], ""drone_seq"": [11, 6, 9]}, {""depot_internal"": 16, ""depot_idx"": 1, ""truck_path_0_4"": [""D1"", 3, 7, 2, 13, 14, 13, 2, 7, ""D1""], ""drone_seq"": [0, 12]}]}, {""scenario_index"": 7, ""depots"": [{""depot_internal"": 15, ""depot_idx"": 0, ""truck_path_0_4"": [""D0"", 1, 5, 10, 4, 8, 10, 5, ""D0""], ""drone_seq"": [11, 6, 9]}, {""depot_internal"": 16, ""depot_idx"": 1, ""truck_path_0_4"": [""D1"", 3, 7, 2, 13, 14, 13, 2, 7, ""D1""], ""drone_seq"": [0, 12]}]}, {""scenario_index"": 8, ""depots"": [{""depot_internal"": 15, ""depot_idx"": 0, ""truck_path_0_4"": [""D0"", 1, 5, 6, 5, 10, 4, 10, 5, ""D0""], ""drone_seq"": [11, 9, 8]}, {""depot_internal"": 16, ""depot_idx"": 1, ""truck_path_0_4"": [""D1"", 3, 7, 2, 13, 14, 13, 2, 7, ""D1""], ""drone_seq"": [0, 12]}]}, {""scenario_index"": 9, ""depots"": [{""depot_internal"": 15, ""depot_idx"": 0, ""truck_path_0_4"": [""D0"", 5, 10, 4, 8, 10, 5, ""D0""], ""drone_seq"": [1, 11, 6, 9]}, {""depot_internal"": 16, ""depot_idx"": 1, ""truck_path_0_4"": [""D1"", 3, 7, 2, 13, 14, 13, 2, 7, ""D1""], ""drone_seq"": [0, 12]}]}]","[{""scenario_index"": 0, ""depots"": [{""depot_internal"": 15, ""depot_idx"": 0, ""truck_path_0_4"": [""D0"", 1, 1, 5, 10, 10, 4, 8], ""drone_seq"": [11, 6, 9]}, {""depot_internal"": 16, ""depot_idx"": 1, ""truck_path_0_4"": [""D1"", 7, 2, 13, 14], ""drone_seq"": [3, 0, 12]}]}, {""scenario_index"": 1, ""depots"": [{""depot_internal"": 15, ""depot_idx"": 0, ""truck_path_0_4"": [""D0"", 1, 1, 5, 6, 6, 5, 10, 4, 10], ""drone_seq"": [11, 9, 8]}, {""depot_internal"": 16, ""depot_idx"": 1, ""truck_path_0_4"": [""D1"", 3, 7, 2, 13, 14], ""drone_seq"": [0, 12]}]}, {""scenario_index"": 2, ""depots"": [{""depot_internal"": 15, ""depot_idx"": 0, ""truck_path_0_4"": [""D0"", 1, 1, 5, 6, 6, 5, 10, 10, 4], ""drone_seq"": [11, 9, 8]}, {""depot_internal"": 16, ""depot_idx"": 1, ""truck_path_0_4"": [""D1"", 3, 7, 2, 13, 14], ""drone_seq"": [0, 12]}]}, {""scenario_index"": 3, ""depots"": [{""depot_internal"": 15, ""depot_idx"": 0, ""truck_path_0_4"": [""D0"", 1, 1, 5, 10, 10, 4, 8], ""drone_seq"": [11, 6, 9]}, {""depot_internal"": 16, ""depot_idx"": 1, ""truck_path_0_4"": [""D1"", 3, 7, 2, 13, 14], ""drone_seq"": [0, 12]}]}, {""scenario_index"": 4, ""depots"": [{""depot_internal"": 15, ""depot_idx"": 0, ""truck_path_0_4"": [""D0"", 1, 1, 5, 10, 10, 4, 8], ""drone_seq"": [11, 6, 9]}, {""depot_internal"": 16, ""depot_idx"": 1, ""truck_path_0_4"": [""D1"", 3, 7, 2, 13, 14], ""drone_seq"": [0, 12]}]}, {""scenario_index"": 5, ""depots"": [{""depot_internal"": 15, ""depot_idx"": 0, ""truck_path_0_4"": [""D0"", 1, 1, 6, 6, 5, 10, 10, 4], ""drone_seq"": [11, 9, 8]}, {""depot_internal"": 16, ""depot_idx"": 1, ""truck_path_0_4"": [""D1"", 3, 7, 2, 13, 14], ""drone_seq"": [0, 12]}]}, {""scenario_index"": 6, ""depots"": [{""depot_internal"": 15, ""depot_idx"": 0, ""truck_path_0_4"": [""D0"", 1, 1, 5, 10, 10, 4, 8], ""drone_seq"": [11, 6, 9]}, {""depot_internal"": 16, ""depot_idx"": 1, ""truck_path_0_4"": [""D1"", 3, 7, 2, 13, 14], ""drone_seq"": [0, 12]}]}, {""scenario_index"": 7, ""depots"": [{""depot_internal"": 15, ""depot_idx"": 0, ""truck_path_0_4"": [""D0"", 1, 1, 5, 10, 10, 4, 8], ""drone_seq"": [11, 6, 9]}, {""depot_internal"": 16, ""depot_idx"": 1, ""truck_path_0_4"": [""D1"", 3, 7, 2, 13, 14], ""drone_seq"": [0, 12]}]}, {""scenario_index"": 8, ""depots"": [{""depot_internal"": 15, ""depot_idx"": 0, ""truck_path_0_4"": [""D0"", 1, 1, 5, 6, 6, 5, 10, 10, 4], ""drone_seq"": [11, 9, 8]}, {""depot_internal"": 16, ""depot_idx"": 1, ""truck_path_0_4"": [""D1"", 3, 7, 2, 13, 14], ""drone_seq"": [0, 12]}]}, {""scenario_index"": 9, ""depots"": [{""depot_internal"": 15, ""depot_idx"": 0, ""truck_path_0_4"": [""D0"", 5, 10, 4, 8], ""drone_seq"": [1, 11, 6, 9]}, {""depot_internal"": 16, ""depot_idx"": 1, ""truck_path_0_4"": [""D1"", 3, 7, 2, 13, 14], ""drone_seq"": [0, 12]}]}]","[0, 1]",100.36500000953674,10.306666657700694,TIME_LIMIT,"[{""scenario_index"": 0, ""depots"": [{""depot_internal"": 15, ""depot_idx"": 0, ""truck_path_0_4"": [""D0"", 1, 5, 10, 4, 8, 4, 10, 8, 10, 5, ""D0""], ""drone_seq"": [11, 6, 9]}, {""depot_internal"": 16, ""depot_idx"": 1, ""truck_path_0_4"": [""D1"", 3, 7, 2, 13, 14, 13, 2, 7, ""D1""], ""drone_seq"": [0, 12]}]}, {""scenario_index"": 1, ""depots"": [{""depot_internal"": 15, ""depot_idx"": 0, ""truck_path_0_4"": [""D0"", 1, 5, 6, 14, 13, 14, 6, 1, ""D0""], ""drone_seq"": [11, 9, 8]}, {""depot_internal"": 16, ""depot_idx"": 1, ""truck_path_0_4"": [""D1"", 0, 12, 10, 4, 10, 12, 0, ""D1""], ""drone_seq"": [3, 7, 2]}]}, {""scenario_index"": 2, ""depots"": [{""depot_internal"": 15, ""depot_idx"": 0, ""truck_path_0_4"": [""D0"", 1, 5, 10, 4, 8, 10, 5, ""D0""], ""drone_seq"": [11, 6, 9]}, {""depot_internal"": 16, ""depot_idx"": 1, ""truck_path_0_4"": [""D1"", 7, 2, 13, 14, 13, 2, 7, ""D1""], ""drone_seq"": [3, 0, 12]}]}, {""scenario_index"": 3, ""depots"": [{""depot_internal"": 15, ""depot_idx"": 0, ""truck_path_0_4"": [""D0"", 1, 5, 10, 4, 8, 10, 5, 1, ""D0""], ""drone_seq"": [11, 6, 9]}, {""depot_internal"": 16, ""depot_idx"": 1, ""truck_path_0_4"": [""D1"", 3, 7, 2, 13, 14, 13, 2, 7, 3, ""D1""], ""drone_seq"": [0, 12]}]}, {""scenario_index"": 4, ""depots"": [{""depot_internal"": 15, ""depot_idx"": 0, ""truck_path_0_4"": [""D0"", 1, 5, 10, 4, 8, 4, 10, 5, 1, ""D0""], ""drone_seq"": [11, 6, 9]}, {""depot_internal"": 16, ""depot_idx"": 1, ""truck_path_0_4"": [""D1"", 7, 2, 13, 14, 13, 2, 7, ""D1""], ""drone_seq"": [3, 0, 12]}]}, {""scenario_index"": 5, ""depots"": [{""depot_internal"": 15, ""depot_idx"": 0, ""truck_path_0_4"": [""D0"", 1, 6, 5, 10, 4, 10, 5, ""D0""], ""drone_seq"": [11, 9, 8]}, {""depot_internal"": 16, ""depot_idx"": 1, ""truck_path_0_4"": [""D1"", 7, 2, 13, 14, 13, 2, 7, ""D1""], ""drone_seq"": [3, 0, 12]}]}, {""scenario_index"": 6, ""depots"": [{""depot_internal"": 15, ""depot_idx"": 0, ""truck_path_0_4"": [""D0"", 5, 10, 4, 8, 10, 5, ""D0""], ""drone_seq"": [1, 11, 6, 9]}, {""depot_internal"": 16, ""depot_idx"": 1, ""truck_path_0_4"": [""D1"", 7, 2, 13, 14, 13, 2, 7, ""D1""], ""drone_seq"": [3, 0, 12]}]}, {""scenario_index"": 7, ""depots"": [{""depot_internal"": 15, ""depot_idx"": 0, ""truck_path_0_4"": [""D0"", 1, 5, 10, 4, 8, 10, 5, ""D0""], ""drone_seq"": [11, 6, 9]}, {""depot_internal"": 16, ""depot_idx"": 1, ""truck_path_0_4"": [""D1"", 3, 7, 2, 13, 14, 13, 2, 7, ""D1""], ""drone_seq"": [0, 12]}]}, {""scenario_index"": 8, ""depots"": [{""depot_internal"": 15, ""depot_idx"": 0, ""truck_path_0_4"": [""D0"", 1, 5, 10, 4, 8, 10, 5, 1, ""D0""], ""drone_seq"": [11, 6, 9]}, {""depot_internal"": 16, ""depot_idx"": 1, ""truck_path_0_4"": [""D1"", 3, 7, 2, 13, 14, 13, 2, 7, ""D1""], ""drone_seq"": [0, 12]}]}, {""scenario_index"": 9, ""depots"": [{""depot_internal"": 15, ""depot_idx"": 0, ""truck_path_0_4"": [""D0"", 1, 5, 10, 4, 8, 10, 5, 1, ""D0""], ""drone_seq"": [11, 6, 9]}, {""depot_internal"": 16, ""depot_idx"": 1, ""truck_path_0_4"": [""D1"", 3, 7, 2, 13, 14, 13, 2, 7, ""D1""], ""drone_seq"": [0, 12]}]}]",0.006666675632640562,True,outputs/routes_bundle_10instances\Instance2_table3_fixedx_combo_15_16.json,outputs\gurobi_enum_paper_exact_100s_20260318_195048\comparison_bundle_vs_table3\Instance2_table3_fixedx_combo_15_16_paper_exact_repaired.json,outputs\gurobi_enum_paper_exact_100s_20260318_195048\comparison_bundle_vs_table3\Instance2_gurobi_best_combo_15_16.json
