instance,source,scenario_index,depot_internal,truck_walk_eval_preferred,truck_assigned_demands,drone_sequence_spt,drone_assigned_demands,drone_arrival_time
Instance8,gurobi_best,5,15,"[15, 2, 5, 6, 7, 6, 5, 2, 15]","[2, 5, 6, 7]","[1, 11, 10, 8]","[1, 8, 10, 11]","{""1"": 0.0, ""10"": 5.0, ""11"": 1.5, ""8"": 11.5}"
Instance8,gurobi_best,5,19,"[19, 14, 12, 4, 13, 3, 13, 19]","[3, 4, 12, 13, 14]","[9, 0]","[0, 9]","{""0"": 13.5, ""9"": 2.0}"
Instance8,gurobi_best,6,15,"[15, 1, 11, 2, 5, 6, 5, 2, 11, 15]","[1, 2, 5, 6, 11]","[10, 8]","[8, 10]","{""10"": 2.0, ""8"": 8.5}"
Instance8,gurobi_best,6,19,"[19, 14, 12, 4, 3, 4, 12, 14, 13, 3, 7, 3, 13, 4, 13, 19]","[3, 4, 7, 12, 13, 14]","[9, 0]","[0, 9]","{""0"": 13.5, ""9"": 2.0}"
Instance8,gurobi_best,7,15,"[15, 2, 5, 6, 5, 2, 15]","[2, 5, 6]","[1, 11, 10, 8]","[1, 8, 10, 11]","{""1"": 0.0, ""10"": 5.0, ""11"": 1.5, ""8"": 11.5}"
Instance8,gurobi_best,7,19,"[19, 12, 4, 13, 3, 7, 3, 13, 19]","[3, 4, 7, 12, 13]","[14, 9, 0]","[0, 9, 14]","{""0"": 13.5, ""14"": 0.0, ""9"": 2.0}"
Instance8,gurobi_best,8,15,"[15, 1, 2, 5, 6, 7, 6, 5, 2, 15]","[1, 2, 5, 6, 7]","[11, 10, 8]","[8, 10, 11]","{""10"": 5.0, ""11"": 1.5, ""8"": 11.5}"
Instance8,gurobi_best,8,19,"[19, 12, 4, 13, 3, 13, 19]","[3, 4, 12, 13]","[14, 9, 0]","[0, 9, 14]","{""0"": 13.5, ""14"": 0.0, ""9"": 2.0}"
Instance8,gurobi_best,9,15,"[15, 1, 2, 5, 6, 5, 2, 11, 1, 11, 2, 15]","[1, 2, 5, 6, 11]","[10, 8]","[8, 10]","{""10"": 2.0, ""8"": 8.5}"
Instance8,gurobi_best,9,19,"[19, 14, 12, 4, 3, 4, 12, 14, 13, 3, 7, 3, 13, 4, 13, 14, 19]","[3, 4, 7, 12, 13, 14]","[9, 0]","[0, 9]","{""0"": 13.5, ""9"": 2.0}"
Instance9,gurobi_best,0,17,"[17, 6, 14, 12, 7, 12, 14, 17]","[6, 7, 12, 14]","[0, 9, 2]","[0, 2, 9]","{""0"": 17.5, ""2"": 193.5, ""9"": 66.5}"
Instance9,gurobi_best,0,19,"[19, 13, 10, 1, 10, 11, 5, 8, 3, 8, 5, 11, 10, 5, 10, 19]","[1, 3, 5, 8, 10, 11, 13]",[4],[4],"{""4"": 88.5}"
Instance9,gurobi_best,1,17,"[17, 6, 14, 12, 7, 12, 14, 17]","[6, 7, 12, 14]","[0, 9, 2]","[0, 2, 9]","{""0"": 17.5, ""2"": 193.5, ""9"": 66.5}"
Instance9,gurobi_best,1,19,"[19, 13, 10, 5, 8, 3, 8, 5, 10, 11, 5, 11, 10, 19]","[3, 5, 8, 10, 11, 13]","[1, 4]","[1, 4]","{""1"": 43.0, ""4"": 174.5}"
Instance9,gurobi_best,2,17,"[17, 6, 14, 12, 7, 4, 7, 12, 14, 17]","[4, 6, 7, 12, 14]","[0, 9, 3]","[0, 3, 9]","{""0"": 17.5, ""3"": 193.5, ""9"": 66.5}"
Instance9,gurobi_best,2,19,"[19, 10, 1, 11, 5, 8, 5, 10, 11, 1, 10, 19]","[1, 5, 8, 10, 11]","[13, 2]","[2, 13]","{""13"": 0.0, ""2"": 88.0}"
Instance9,gurobi_best,3,17,"[17, 6, 14, 12, 7, 12, 14, 17]","[6, 7, 12, 14]","[0, 9, 2]","[0, 2, 9]","{""0"": 17.5, ""2"": 193.5, ""9"": 66.5}"
Instance9,gurobi_best,3,19,"[19, 10, 1, 11, 5, 8, 3, 8, 5, 10, 11, 10, 19]","[1, 3, 5, 8, 10, 11]","[13, 4]","[4, 13]","{""13"": 0.0, ""4"": 88.5}"
Instance9,gurobi_best,4,17,"[17, 6, 14, 12, 7, 12, 14, 6, 17]","[6, 7, 12, 14]","[0, 9, 2]","[0, 2, 9]","{""0"": 17.5, ""2"": 193.5, ""9"": 66.5}"
Instance9,gurobi_best,4,19,"[19, 10, 1, 11, 5, 8, 3, 8, 5, 10, 19]","[1, 3, 5, 8, 10, 11]","[13, 4]","[4, 13]","{""13"": 0.0, ""4"": 88.5}"
Instance9,gurobi_best,5,17,"[17, 14, 12, 7, 2, 12, 14, 17]","[2, 7, 12, 14]","[6, 0, 9, 3]","[0, 3, 6, 9]","{""0"": 17.5, ""3"": 193.5, ""6"": 0.0, ""9"": 66.5}"
Instance9,gurobi_best,5,19,"[19, 10, 1, 10, 11, 5, 8, 5, 11, 10, 19]","[1, 5, 8, 10, 11]","[13, 4]","[4, 13]","{""13"": 0.0, ""4"": 88.5}"
Instance9,gurobi_best,6,17,"[17, 6, 14, 12, 7, 2, 12, 14, 6, 17]","[2, 6, 7, 12, 14]","[0, 9, 3]","[0, 3, 9]","{""0"": 17.5, ""3"": 193.5, ""9"": 66.5}"
Instance9,gurobi_best,6,19,"[19, 13, 10, 5, 8, 5, 10, 11, 5, 11, 10, 19]","[5, 8, 10, 11, 13]","[1, 4]","[1, 4]","{""1"": 43.0, ""4"": 174.5}"
Instance9,gurobi_best,7,17,"[17, 6, 0, 9, 0, 3, 8, 3, 0, 17]","[0, 3, 6, 8, 9]","[14, 12, 7]","[7, 12, 14]","{""12"": 202.0, ""14"": 65.0, ""7"": 387.0}"
Instance9,gurobi_best,7,19,"[19, 10, 1, 10, 11, 5, 11, 10, 5, 10, 19]","[1, 5, 10, 11]","[13, 2, 4]","[2, 4, 13]","{""13"": 0.0, ""2"": 88.0, ""4"": 264.5}"
Instance9,gurobi_best,8,17,"[17, 6, 14, 12, 7, 12, 14, 6, 17]","[6, 7, 12, 14]","[0, 9, 2]","[0, 2, 9]","{""0"": 17.5, ""2"": 193.5, ""9"": 66.5}"
Instance9,gurobi_best,8,19,"[19, 13, 10, 1, 11, 5, 8, 3, 8, 5, 11, 10, 13, 19]","[1, 3, 5, 8, 10, 11, 13]",[4],[4],"{""4"": 88.5}"
Instance9,gurobi_best,9,17,"[17, 14, 12, 7, 12, 14, 17]","[7, 12, 14]","[6, 0, 9, 2]","[0, 2, 6, 9]","{""0"": 17.5, ""2"": 193.5, ""6"": 0.0, ""9"": 66.5}"
Instance9,gurobi_best,9,19,"[19, 13, 10, 1, 10, 11, 5, 8, 3, 8, 5, 11, 10, 5, 10, 13, 19]","[1, 3, 5, 8, 10, 11, 13]",[4],[4],"{""4"": 88.5}"
Instance10,gurobi_best,0,17,"[17, 6, 13, 3, 13, 6, 17]","[3, 6, 13]","[4, 10, 9]","[4, 9, 10]","{""10"": 41.5, ""4"": 0.0, ""9"": 264.0}"
Instance10,gurobi_best,0,19,"[19, 12, 7, 5, 2, 8, 2, 5, 7, 19]","[2, 5, 7, 8, 12]","[14, 1, 11, 0]","[0, 1, 11, 14]","{""0"": 361.0, ""1"": 62.5, ""11"": 202.5, ""14"": 0.0}"
Instance10,gurobi_best,1,17,"[17, 4, 6, 13, 10, 13, 3, 13, 6, 4, 10, 17]","[3, 4, 6, 10, 13]",[],[],{}
Instance10,gurobi_best,1,19,"[19, 1, 11, 0, 8, 2, 9, 5, 7, 2, 8, 0, 11, 19]","[0, 1, 2, 5, 7, 8, 9, 11]","[14, 12]","[12, 14]","{""12"": 28.5, ""14"": 0.0}"
Instance10,gurobi_best,2,17,"[17, 4, 6, 13, 3, 13, 6, 4, 17]","[3, 4, 6, 13]","[10, 0]","[0, 10]","{""0"": 247.5, ""10"": 41.5}"
Instance10,gurobi_best,2,19,"[19, 14, 7, 5, 9, 2, 8, 2, 5, 7, 14, 12, 7, 19]","[2, 5, 7, 8, 9, 12, 14]","[1, 11]","[1, 11]","{""1"": 62.5, ""11"": 202.5}"
Instance10,gurobi_best,3,17,"[17, 4, 6, 13, 3, 13, 6, 17]","[3, 4, 6, 13]","[10, 0]","[0, 10]","{""0"": 247.5, ""10"": 41.5}"
Instance10,gurobi_best,3,19,"[19, 14, 7, 2, 5, 2, 7, 5, 9, 2, 8, 2, 9, 7, 14, 12, 7, 19]","[2, 5, 7, 8, 9, 12, 14]","[1, 11]","[1, 11]","{""1"": 62.5, ""11"": 202.5}"
Instance10,gurobi_best,4,17,"[17, 4, 10, 13, 3, 13, 10, 17]","[3, 4, 10, 13]","[6, 8]","[6, 8]","{""6"": 31.5, ""8"": 264.5}"
Instance10,gurobi_best,4,19,"[19, 14, 12, 7, 2, 7, 5, 9, 2, 9, 7, 19]","[2, 5, 7, 9, 12, 14]","[1, 11, 0]","[0, 1, 11]","{""0"": 361.0, ""1"": 62.5, ""11"": 202.5}"
Instance10,gurobi_best,5,17,"[17, 4, 10, 13, 3, 13, 10, 17]","[3, 4, 10, 13]","[6, 5]","[5, 6]","{""5"": 198.5, ""6"": 31.5}"
Instance10,gurobi_best,5,19,"[19, 11, 0, 8, 2, 9, 2, 8, 0, 11, 19]","[0, 2, 8, 9, 11]","[14, 12, 7, 1]","[1, 7, 12, 14]","{""1"": 187.5, ""12"": 28.5, ""14"": 0.0, ""7"": 91.0}"
Instance10,gurobi_best,6,17,"[17, 4, 10, 13, 3, 13, 10, 17]","[3, 4, 10, 13]","[6, 0]","[0, 6]","{""0"": 227.5, ""6"": 31.5}"
Instance10,gurobi_best,6,19,"[19, 14, 7, 5, 2, 5, 9, 2, 8, 2, 7, 12, 7, 14, 12, 19]","[2, 5, 7, 8, 9, 12, 14]","[1, 11]","[1, 11]","{""1"": 62.5, ""11"": 202.5}"
Instance10,gurobi_best,7,17,"[17, 4, 6, 13, 3, 13, 6, 4, 17]","[3, 4, 6, 13]","[10, 5]","[5, 10]","{""10"": 41.5, ""5"": 218.5}"
Instance10,gurobi_best,7,19,"[19, 14, 11, 0, 8, 2, 9, 2, 8, 0, 11, 19]","[0, 2, 8, 9, 11, 14]","[12, 7, 1]","[1, 7, 12]","{""1"": 187.5, ""12"": 28.5, ""7"": 91.0}"
Instance10,gurobi_best,8,17,"[17, 4, 10, 13, 3, 13, 10, 17]","[3, 4, 10, 13]","[6, 9]","[6, 9]","{""6"": 31.5, ""9"": 244.0}"
Instance10,gurobi_best,8,19,"[19, 1, 11, 0, 8, 2, 8, 0, 11, 19]","[0, 1, 2, 8, 11]","[14, 12, 7, 5]","[5, 7, 12, 14]","{""12"": 28.5, ""14"": 0.0, ""5"": 220.0, ""7"": 91.0}"
Instance10,gurobi_best,9,17,"[17, 10, 13, 3, 13, 10, 17]","[3, 10, 13]","[4, 6, 0]","[0, 4, 6]","{""0"": 227.5, ""4"": 0.0, ""6"": 31.5}"
Instance10,gurobi_best,9,19,"[19, 12, 7, 5, 9, 2, 8, 2, 5, 2, 9, 7, 2, 7, 19]","[2, 5, 7, 8, 9, 12]","[14, 1, 11]","[1, 11, 14]","{""1"": 62.5, ""11"": 202.5, ""14"": 0.0}"
