instance,source,scenario_index,depot_internal,truck_walk_eval_preferred,truck_assigned_demands,drone_sequence_spt,drone_assigned_demands,drone_arrival_time
Instance6,table3_paper_exact_repaired,5,15,"[15, 1, 12, 8, 4, 15]",,"[3, 14, 11]",,
Instance6,table3_paper_exact_repaired,5,16,"[16, 7, 2, 0, 5, 6, 13, 6, 16]",,"[10, 9]",,
Instance6,table3_paper_exact_repaired,6,15,"[15, 3, 15]",,"[14, 1, 4, 11, 8, 12]",,
Instance6,table3_paper_exact_repaired,6,16,"[16, 7, 2, 16]",,"[0, 5, 6, 10, 9, 13]",,
Instance6,table3_paper_exact_repaired,7,15,"[15, 3, 15]",,"[14, 1, 4, 11, 8, 12]",,
Instance6,table3_paper_exact_repaired,7,16,"[16, 7, 2, 16]",,"[0, 5, 6, 10, 9, 13]",,
Instance6,table3_paper_exact_repaired,8,15,"[15, 3, 15]",,"[14, 1, 4, 11, 8, 12]",,
Instance6,table3_paper_exact_repaired,8,16,"[16, 2, 16]",,"[7, 0, 5, 6, 10, 9, 13]",,
Instance6,table3_paper_exact_repaired,9,15,"[15, 1, 12, 8, 1, 15]",,"[3, 14, 4, 11]",,
Instance6,table3_paper_exact_repaired,9,16,"[16, 7, 2, 0, 5, 6, 10, 9, 10, 16]",,[13],,
Instance7,table3_existing,0,16,"[16, 5, 14, 4, 9]",,"[6, 12, 3]",,
Instance7,table3_existing,0,18,"[18, 8, 2, 13, 10, 2, 11, 11, 11]",,"[1, 7, 0]",,
Instance7,table3_existing,1,16,"[16, 5, 6, 12, 9, 14]",,"[4, 3]",,
Instance7,table3_existing,1,18,"[18, 8, 2, 13, 10, 2, 11, 11, 11]",,"[1, 7, 0]",,
Instance7,table3_existing,2,16,"[16, 5, 5, 14, 14, 4, 9]",,"[6, 12, 3]",,
Instance7,table3_existing,2,18,"[18, 8, 2, 13, 10, 2, 2, 11, 11, 11]",,"[1, 7, 0]",,
Instance7,table3_existing,3,16,"[16, 5, 5, 14, 14, 4, 9]",,"[6, 12, 3]",,
Instance7,table3_existing,3,18,"[18, 8, 2, 13, 10, 2, 11, 11, 11]",,"[1, 7, 0]",,
Instance7,table3_existing,4,16,"[16, 5, 5, 14, 9, 14, 4]",,"[6, 12, 3]",,
Instance7,table3_existing,4,18,"[18, 8, 2, 13, 10, 2, 11, 11, 11]",,"[1, 7, 0]",,
Instance7,table3_existing,5,16,"[16, 5, 6, 12, 9, 14, 4]",,[],,
Instance7,table3_existing,5,18,"[18, 8, 2, 13, 10, 2, 11, 0, 11, 7, 11, 3]",,[1],,
Instance7,table3_existing,6,16,"[16, 5, 14, 4, 9]",,"[6, 12, 3]",,
Instance7,table3_existing,6,18,"[18, 8, 2, 13, 10, 2, 2, 11, 11, 11]",,"[1, 7, 0]",,
Instance7,table3_existing,7,16,"[16, 5, 14, 4, 9]",,"[6, 12, 3]",,
Instance7,table3_existing,7,18,"[18, 8, 2, 13, 10, 13, 2, 11, 11, 11]",,"[1, 7, 0]",,
Instance7,table3_existing,8,16,"[16, 5, 14, 4, 9]",,"[6, 12, 3]",,
Instance7,table3_existing,8,18,"[18, 2, 13, 10, 2, 2, 11, 11, 11]",,"[8, 1, 7, 0]",,
Instance7,table3_existing,9,16,"[16, 5, 5, 14, 14, 4, 9]",,"[6, 12, 3]",,
Instance7,table3_existing,9,18,"[18, 8, 2, 13, 10, 2, 2, 11, 11, 11]",,"[1, 7, 0]",,
Instance7,table3_paper_exact_repaired,0,16,"[16, 5, 14, 4, 9, 14, 16]",,"[6, 12, 3]",,
Instance7,table3_paper_exact_repaired,0,18,"[18, 8, 2, 13, 10, 2, 11, 2, 18]",,"[1, 7, 0]",,
Instance7,table3_paper_exact_repaired,1,16,"[16, 5, 6, 12, 9, 14, 16]",,"[4, 3]",,
Instance7,table3_paper_exact_repaired,1,18,"[18, 8, 2, 13, 10, 2, 11, 2, 18]",,"[1, 7, 0]",,
Instance7,table3_paper_exact_repaired,2,16,"[16, 5, 14, 4, 9, 14, 16]",,"[6, 12, 3]",,
Instance7,table3_paper_exact_repaired,2,18,"[18, 8, 2, 13, 10, 2, 11, 2, 18]",,"[1, 7, 0]",,
Instance7,table3_paper_exact_repaired,3,16,"[16, 5, 14, 4, 9, 14, 16]",,"[6, 12, 3]",,
Instance7,table3_paper_exact_repaired,3,18,"[18, 8, 2, 13, 10, 2, 11, 2, 18]",,"[1, 7, 0]",,
Instance7,table3_paper_exact_repaired,4,16,"[16, 5, 14, 9, 14, 4, 14, 16]",,"[6, 12, 3]",,
Instance7,table3_paper_exact_repaired,4,18,"[18, 8, 2, 13, 10, 2, 11, 2, 18]",,"[1, 7, 0]",,
Instance7,table3_paper_exact_repaired,5,16,"[16, 5, 6, 12, 9, 14, 4, 14, 16]",,[],,
Instance7,table3_paper_exact_repaired,5,18,"[18, 8, 2, 13, 10, 2, 11, 0, 11, 7, 11, 3, 11, 2, 18]",,[1],,
Instance7,table3_paper_exact_repaired,6,16,"[16, 5, 14, 4, 9, 14, 16]",,"[6, 12, 3]",,
Instance7,table3_paper_exact_repaired,6,18,"[18, 8, 2, 13, 10, 2, 11, 2, 18]",,"[1, 7, 0]",,
Instance7,table3_paper_exact_repaired,7,16,"[16, 5, 14, 4, 9, 14, 16]",,"[6, 12, 3]",,
Instance7,table3_paper_exact_repaired,7,18,"[18, 8, 2, 13, 10, 13, 2, 11, 2, 18]",,"[1, 7, 0]",,
Instance7,table3_paper_exact_repaired,8,16,"[16, 5, 14, 4, 9, 14, 16]",,"[6, 12, 3]",,
Instance7,table3_paper_exact_repaired,8,18,"[18, 2, 13, 10, 2, 11, 2, 18]",,"[8, 1, 7, 0]",,
Instance7,table3_paper_exact_repaired,9,16,"[16, 5, 14, 4, 9, 14, 16]",,"[6, 12, 3]",,
Instance7,table3_paper_exact_repaired,9,18,"[18, 8, 2, 13, 10, 2, 11, 2, 18]",,"[1, 7, 0]",,
Instance8,table3_existing,0,15,"[15, 1, 11, 11, 2, 5, 6]",,"[10, 8]",,
Instance8,table3_existing,0,19,"[19, 14, 14, 12, 12, 4, 13, 3, 7]",,"[9, 0]",,
Instance8,table3_existing,1,15,"[15, 1, 2, 5, 6]",,"[11, 10, 8]",,
Instance8,table3_existing,1,19,"[19, 14, 14, 12, 12, 4, 13, 3, 7]",,"[9, 0]",,
Instance8,table3_existing,2,15,"[15, 1, 11, 11, 2, 5, 6]",,"[10, 8]",,
Instance8,table3_existing,2,19,"[19, 14, 14, 12, 12, 4, 13, 3, 7]",,"[9, 0]",,
Instance8,table3_existing,3,15,"[15, 1, 11, 10, 10, 11, 2, 5]",,"[8, 6]",,
Instance8,table3_existing,3,19,"[19, 14, 14, 12, 12, 4, 13, 3, 7]",,"[9, 0]",,
Instance8,table3_existing,4,15,"[15, 1, 2, 5, 6]",,"[11, 10, 8]",,
Instance8,table3_existing,4,19,"[19, 14, 14, 12, 12, 4, 13, 3, 7]",,"[9, 0]",,
Instance8,table3_existing,5,15,"[15, 1, 2, 5, 6, 7]",,"[11, 10, 8]",,
Instance8,table3_existing,5,19,"[19, 14, 14, 12, 12, 4, 13, 3]",,"[9, 0]",,
Instance8,table3_existing,6,15,"[15, 1, 11, 11, 2, 5, 6]",,"[10, 8]",,
Instance8,table3_existing,6,19,"[19, 14, 14, 12, 12, 4, 13, 3, 7]",,"[9, 0]",,
Instance8,table3_existing,7,15,"[15, 1, 11, 10, 8, 10, 11]",,"[2, 5]",,
Instance8,table3_existing,7,19,"[19, 14, 14, 12, 12, 4, 13, 3, 7, 6]",,"[9, 0]",,
Instance8,table3_existing,8,15,"[15, 1, 2, 5, 6, 7]",,"[11, 10, 8]",,
Instance8,table3_existing,8,19,"[19, 14, 12, 12, 12, 4, 13, 3]",,"[9, 0]",,
Instance8,table3_existing,9,15,"[15, 1, 11, 11, 2, 5, 6]",,"[10, 8]",,
Instance8,table3_existing,9,19,"[19, 14, 14, 12, 12, 4, 13, 3, 7]",,"[9, 0]",,
Instance8,table3_paper_exact_repaired,0,15,"[15, 1, 11, 2, 5, 6, 5, 2, 15]",,"[10, 8]",,
Instance8,table3_paper_exact_repaired,0,19,"[19, 14, 12, 4, 13, 3, 7, 4, 12, 19]",,"[9, 0]",,
Instance8,table3_paper_exact_repaired,1,15,"[15, 1, 2, 5, 6, 5, 2, 15]",,"[11, 10, 8]",,
Instance8,table3_paper_exact_repaired,1,19,"[19, 14, 12, 4, 13, 3, 7, 3, 13, 19]",,"[9, 0]",,
Instance8,table3_paper_exact_repaired,2,15,"[15, 1, 11, 2, 5, 6, 5, 2, 15]",,"[10, 8]",,
Instance8,table3_paper_exact_repaired,2,19,"[19, 14, 12, 4, 13, 3, 7, 4, 12, 19]",,"[9, 0]",,
Instance8,table3_paper_exact_repaired,3,15,"[15, 1, 11, 10, 11, 2, 5, 2, 15]",,"[8, 6]",,
Instance8,table3_paper_exact_repaired,3,19,"[19, 14, 12, 4, 13, 3, 7, 3, 13, 19]",,"[9, 0]",,
Instance8,table3_paper_exact_repaired,4,15,"[15, 1, 2, 5, 6, 5, 2, 15]",,"[11, 10, 8]",,
Instance8,table3_paper_exact_repaired,4,19,"[19, 14, 12, 4, 13, 3, 7, 3, 13, 19]",,"[9, 0]",,
Instance8,table3_paper_exact_repaired,5,15,"[15, 1, 2, 5, 6, 7, 6, 5, 2, 15]",,"[11, 10, 8]",,
Instance8,table3_paper_exact_repaired,5,19,"[19, 14, 12, 4, 13, 3, 13, 19]",,"[9, 0]",,
Instance8,table3_paper_exact_repaired,6,15,"[15, 1, 11, 2, 5, 6, 5, 2, 15]",,"[10, 8]",,
Instance8,table3_paper_exact_repaired,6,19,"[19, 14, 12, 4, 13, 3, 7, 3, 13, 19]",,"[9, 0]",,
Instance8,table3_paper_exact_repaired,7,15,"[15, 1, 11, 10, 8, 10, 11, 15]",,"[2, 5]",,
Instance8,table3_paper_exact_repaired,7,19,"[19, 14, 12, 4, 13, 3, 7, 6, 7, 3, 13, 19]",,"[9, 0]",,
Instance8,table3_paper_exact_repaired,8,15,"[15, 1, 2, 5, 6, 7, 6, 5, 2, 15]",,"[11, 10, 8]",,
Instance8,table3_paper_exact_repaired,8,19,"[19, 14, 12, 4, 13, 3, 13, 19]",,"[9, 0]",,
Instance8,table3_paper_exact_repaired,9,15,"[15, 1, 11, 2, 5, 6, 5, 2, 15]",,"[10, 8]",,
Instance8,table3_paper_exact_repaired,9,19,"[19, 14, 12, 4, 13, 3, 7, 3, 13, 19]",,"[9, 0]",,
Instance9,table3_existing,0,17,"[17, 14, 12, 7]",,"[6, 0, 9, 2]",,
Instance9,table3_existing,0,19,"[19, 13, 10, 11, 5, 8, 3]",,"[1, 4]",,
Instance9,table3_existing,1,17,"[17, 6, 14, 12, 7]",,"[0, 9, 2]",,
Instance9,table3_existing,1,19,"[19, 13, 10, 11, 5, 8, 3]",,"[1, 4]",,
Instance9,table3_existing,2,17,"[17, 6, 14, 12, 7, 4]",,"[0, 9, 3]",,
Instance9,table3_existing,2,19,"[19, 13, 10, 1, 11, 5, 8]",,[2],,
Instance9,table3_existing,3,17,"[17, 6, 14, 12, 7]",,"[0, 9, 2]",,
Instance9,table3_existing,3,19,"[19, 13, 10, 1, 11, 5, 8, 3]",,[4],,
Instance9,table3_existing,4,17,"[17, 6, 14, 12, 7]",,"[0, 9, 4]",,
Instance9,table3_existing,4,19,"[19, 13, 10, 1, 11, 5, 8, 3]",,[2],,
Instance9,table3_existing,5,17,"[17, 6, 14, 12, 7, 2]",,"[0, 9, 3]",,
Instance9,table3_existing,5,19,"[19, 13, 10, 11, 5, 8]",,"[1, 4]",,
Instance9,table3_existing,6,17,"[17, 6, 14, 12, 7, 2]",,"[0, 9, 3]",,
Instance9,table3_existing,6,19,"[19, 10, 11, 5, 8]",,"[13, 1, 4]",,
Instance9,table3_existing,7,17,"[17, 6, 0, 9, 0, 0, 6, 14]",,"[12, 7]",,
Instance9,table3_existing,7,19,"[19, 13, 10, 1, 10, 11, 5, 8, 3]",,"[2, 4]",,
Instance9,table3_existing,8,17,"[17, 6, 14, 12, 7]",,"[0, 9, 2]",,
Instance9,table3_existing,8,19,"[19, 13, 10, 1, 11, 5, 8, 3]",,[4],,
Instance9,table3_existing,9,17,"[17, 6, 14, 12, 7]",,"[0, 9, 2]",,
Instance9,table3_existing,9,19,"[19, 13, 10, 11, 5, 8, 3]",,"[1, 4]",,
Instance9,table3_paper_exact_repaired,0,17,"[17, 14, 12, 7, 12, 14, 17]",,"[6, 0, 9, 2]",,
Instance9,table3_paper_exact_repaired,0,19,"[19, 13, 10, 11, 5, 8, 3, 8, 5, 10, 19]",,"[1, 4]",,
Instance9,table3_paper_exact_repaired,1,17,"[17, 6, 14, 12, 7, 12, 14, 17]",,"[0, 9, 2]",,
Instance9,table3_paper_exact_repaired,1,19,"[19, 13, 10, 11, 5, 8, 3, 8, 5, 10, 19]",,"[1, 4]",,
Instance9,table3_paper_exact_repaired,2,17,"[17, 6, 14, 12, 7, 4, 7, 12, 14, 17]",,"[0, 9, 3]",,
Instance9,table3_paper_exact_repaired,2,19,"[19, 13, 10, 1, 11, 5, 8, 5, 10, 19]",,[2],,
Instance9,table3_paper_exact_repaired,3,17,"[17, 6, 14, 12, 7, 12, 14, 17]",,"[0, 9, 2]",,
Instance9,table3_paper_exact_repaired,3,19,"[19, 13, 10, 1, 11, 5, 8, 3, 8, 5, 10, 19]",,[4],,
Instance9,table3_paper_exact_repaired,4,17,"[17, 6, 14, 12, 7, 12, 14, 17]",,"[0, 9, 4]",,
Instance9,table3_paper_exact_repaired,4,19,"[19, 13, 10, 1, 11, 5, 8, 3, 8, 5, 10, 19]",,[2],,
Instance9,table3_paper_exact_repaired,5,17,"[17, 6, 14, 12, 7, 2, 12, 14, 17]",,"[0, 9, 3]",,
Instance9,table3_paper_exact_repaired,5,19,"[19, 13, 10, 11, 5, 8, 5, 10, 19]",,"[1, 4]",,
Instance9,table3_paper_exact_repaired,6,17,"[17, 6, 14, 12, 7, 2, 12, 14, 17]",,"[0, 9, 3]",,
Instance9,table3_paper_exact_repaired,6,19,"[19, 10, 11, 5, 8, 5, 10, 19]",,"[13, 1, 4]",,
Instance9,table3_paper_exact_repaired,7,17,"[17, 6, 0, 9, 0, 6, 14, 17]",,"[12, 7]",,
Instance9,table3_paper_exact_repaired,7,19,"[19, 13, 10, 1, 10, 11, 5, 8, 3, 8, 5, 10, 19]",,"[2, 4]",,
Instance9,table3_paper_exact_repaired,8,17,"[17, 6, 14, 12, 7, 12, 14, 17]",,"[0, 9, 2]",,
Instance9,table3_paper_exact_repaired,8,19,"[19, 13, 10, 1, 11, 5, 8, 3, 8, 5, 10, 19]",,[4],,
Instance9,table3_paper_exact_repaired,9,17,"[17, 6, 14, 12, 7, 12, 14, 17]",,"[0, 9, 2]",,
Instance9,table3_paper_exact_repaired,9,19,"[19, 13, 10, 11, 5, 8, 3, 8, 5, 10, 19]",,"[1, 4]",,
Instance10,table3_existing,0,17,"[17, 4, 6, 13, 13, 3]",,"[10, 0]",,
Instance10,table3_existing,0,19,"[19, 14, 12, 7, 5, 9, 2, 8]",,"[1, 11]",,
Instance10,table3_existing,1,17,"[17, 4, 6, 13, 10, 13, 3]",,[],,
Instance10,table3_existing,1,19,"[19, 14, 7, 12, 7, 5, 9, 2, 8, 0, 11, 1]",,[],,
Instance10,table3_existing,2,17,"[17, 4, 6, 13, 13, 3]",,"[10, 0]",,
Instance10,table3_existing,2,19,"[19, 14, 12, 7, 5, 9, 2, 8]",,"[1, 11]",,
Instance10,table3_existing,3,17,"[17, 4, 6, 13, 13, 3]",,"[10, 0]",,
Instance10,table3_existing,3,19,"[19, 14, 12, 7, 5, 9, 2, 8]",,"[1, 11]",,
Instance10,table3_existing,4,17,"[17, 4, 6, 13, 13, 3]",,"[10, 8]",,
Instance10,table3_existing,4,19,"[19, 14, 12, 7, 5, 9, 2]",,"[1, 11, 0]",,
Instance10,table3_existing,5,17,"[17, 4, 6, 13, 13, 3]",,"[10, 0]",,
Instance10,table3_existing,5,19,"[19, 14, 12, 7, 5, 9, 2, 8]",,"[1, 11]",,
Instance10,table3_existing,6,17,"[17, 4, 6, 13, 13, 3]",,"[10, 0]",,
Instance10,table3_existing,6,19,"[19, 14, 12, 7, 5, 9, 2, 8]",,"[1, 11]",,
Instance10,table3_existing,7,17,"[17, 4, 6, 13, 3, 13]",,"[10, 0]",,
Instance10,table3_existing,7,19,"[19, 14, 12, 7, 5, 9, 2, 8]",,"[1, 11]",,
Instance10,table3_existing,8,17,"[17, 4, 10, 13, 13, 3]",,"[6, 0]",,
Instance10,table3_existing,8,19,"[19, 14, 12, 7, 5, 9, 2, 8]",,"[1, 11]",,
Instance10,table3_existing,9,17,"[17, 4, 6, 13, 13, 3]",,"[10, 0]",,
Instance10,table3_existing,9,19,"[19, 14, 12, 7, 5, 9, 2, 8]",,"[1, 11]",,
Instance10,table3_paper_exact_repaired,0,17,"[17, 4, 6, 13, 3, 13, 6, 17]",,"[10, 0]",,
Instance10,table3_paper_exact_repaired,0,19,"[19, 14, 12, 7, 5, 9, 2, 8, 2, 7, 12, 19]",,"[1, 11]",,
Instance10,table3_paper_exact_repaired,1,17,"[17, 4, 6, 13, 3, 13, 10, 17]",,[],,
Instance10,table3_paper_exact_repaired,1,19,"[19, 14, 7, 12, 7, 5, 9, 2, 8, 0, 11, 1, 19]",,[],,
Instance10,table3_paper_exact_repaired,2,17,"[17, 4, 6, 13, 3, 13, 6, 17]",,"[10, 0]",,
Instance10,table3_paper_exact_repaired,2,19,"[19, 14, 12, 7, 5, 9, 2, 8, 2, 7, 12, 19]",,"[1, 11]",,
Instance10,table3_paper_exact_repaired,3,17,"[17, 4, 6, 13, 3, 13, 6, 17]",,"[10, 0]",,
Instance10,table3_paper_exact_repaired,3,19,"[19, 14, 12, 7, 5, 9, 2, 8, 2, 7, 19]",,"[1, 11]",,
Instance10,table3_paper_exact_repaired,4,17,"[17, 4, 6, 13, 3, 13, 6, 17]",,"[10, 8]",,
Instance10,table3_paper_exact_repaired,4,19,"[19, 14, 12, 7, 5, 9, 2, 7, 19]",,"[1, 11, 0]",,
Instance10,table3_paper_exact_repaired,5,17,"[17, 4, 6, 13, 3, 13, 6, 17]",,"[10, 0]",,
Instance10,table3_paper_exact_repaired,5,19,"[19, 14, 12, 7, 5, 9, 2, 8, 2, 7, 19]",,"[1, 11]",,
Instance10,table3_paper_exact_repaired,6,17,"[17, 4, 6, 13, 3, 13, 6, 17]",,"[10, 0]",,
Instance10,table3_paper_exact_repaired,6,19,"[19, 14, 12, 7, 5, 9, 2, 8, 2, 7, 12, 19]",,"[1, 11]",,
Instance10,table3_paper_exact_repaired,7,17,"[17, 4, 6, 13, 3, 13, 6, 17]",,"[10, 0]",,
Instance10,table3_paper_exact_repaired,7,19,"[19, 14, 12, 7, 5, 9, 2, 8, 2, 7, 12, 19]",,"[1, 11]",,
Instance10,table3_paper_exact_repaired,8,17,"[17, 4, 10, 13, 3, 13, 10, 17]",,"[6, 0]",,
Instance10,table3_paper_exact_repaired,8,19,"[19, 14, 12, 7, 5, 9, 2, 8, 2, 7, 19]",,"[1, 11]",,
Instance10,table3_paper_exact_repaired,9,17,"[17, 4, 6, 13, 3, 13, 6, 17]",,"[10, 0]",,
Instance10,table3_paper_exact_repaired,9,19,"[19, 14, 12, 7, 5, 9, 2, 8, 2, 7, 12, 19]",,"[1, 11]",,
