instance,table3_combo_idx,gurobi_same_combo_idx,gurobi_best_combo_idx,combo_match_t3_vs_gurobi_best,paper_obj_table3_combo_via_gurobi,paper_obj_gurobi_best_combo,paper_gap_table3_combo_minus_best,paper_status_table3_combo,paper_status_gurobi_best_combo,paper_runtime_sec_table3_combo,paper_runtime_sec_gurobi_best_combo,arrival_obj_table3_reference_only,path_pairs_total_scenario_depot,truck_walk_exact_ratio_t3_vs_gsame,drone_seq_exact_ratio_t3_vs_gsame,both_exact_ratio_t3_vs_gsame,scenario_any_mismatch_count_t3_vs_gsame
Instance1,"[1, 2]","[1, 2]","[0, 2]",False,97.27999690895595,94.63333200177779,2.646664907178163,TIME_LIMIT,TIME_LIMIT,180.28600001335144,180.3420000076294,107.13666666666668,20,0.0,0.7,0.0,10
Instance2,"[0, 1]","[0, 1]","[0, 1]",True,9.683329944523294,9.683329944523294,0.0,TIME_LIMIT,TIME_LIMIT,180.32999992370605,180.32999992370605,10.286666666666667,20,0.0,0.35,0.0,10
Instance3,"[0, 3]","[0, 3]","[0, 3]",True,10.036666666666667,10.036666666666667,0.0,OPTIMAL,OPTIMAL,135.11800003051758,135.11800003051758,10.919999999999998,20,0.0,0.15,0.0,10
Instance4,"[1, 2]","[1, 2]","[1, 2]",True,7.439999943141202,7.439999943141202,0.0,TIME_LIMIT,TIME_LIMIT,180.44899988174438,180.44899988174438,9.613333333333333,20,0.0,0.1,0.0,10
Instance5,"[2, 4]","[2, 4]","[2, 4]",True,8.843333079220995,8.843333079220995,0.0,TIME_LIMIT,TIME_LIMIT,180.3159999847412,180.3159999847412,10.423333333333334,20,0.0,0.0,0.0,10
